Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
@colombiasimpson,@colombiasimpson,"<[2020-05-10T22:07:20.424Z, 2020-05-10T22:12:07.449Z, 2020-05-10T22:17:43.557Z, 2020-05-10T22:20:33.126Z, 2020-05-10T22:20:39.278Z, 2020-05-10T22:21:41.918Z, 2020-05-10T22:22:06.080Z, 2020-05-10T22:23:02.584Z, 2020-05-10T22:23:22.483Z, 2020-05-10T22:25:05.079Z, 2020-05-10T22:25:15.003Z, 2020-05-10T22:25:28.833Z, 2020-05-10T22:26:09.283Z, 2020-05-10T22:28:57.775Z, 2020-05-10T22:30:32.405Z, 2020-05-10T22:31:35.013Z, 2020-05-10T22:31:48.424Z, 2020-05-10T22:31:53.998Z, 2020-05-10T22:32:50.733Z, 2020-05-10T22:33:31.733Z, 2020-05-10T22:34:11.591Z, 2020-05-10T22:34:48.979Z, 2020-05-10T22:35:59.203Z, 2020-05-10T22:36:20.008Z, 2020-05-10T22:37:14.403Z, 2020-05-10T22:39:37.324Z, 2020-05-10T22:41:16.694Z, 2020-05-10T22:44:15.049Z, 2020-05-10T22:44:16.870Z, 2020-05-10T22:45:16.983Z, 2020-05-10T22:45:32.240Z, 2020-05-10T22:49:35.227Z, 2020-05-10T22:50:40.422Z, 2020-05-10T22:52:54.407Z, 2020-05-10T22:53:26.427Z, 2020-05-10T22:54:36.005Z, 2020-05-10T22:56:27.701Z, 2020-05-10T22:57:28.330Z, 2020-05-10T22:58:31.866Z, 2020-05-10T23:00:22.408Z, 2020-05-10T23:00:40.784Z, 2020-05-10T23:07:03.602Z, 2020-05-10T23:13:02.914Z, 2020-05-10T23:15:00.777Z, 2020-05-10T23:15:04.668Z, 2020-05-10T23:17:33.354Z, 2020-05-10T23:18:30.988Z, 2020-05-10T23:19:04.202Z, 2020-05-10T23:19:07.799Z, 2020-05-10T23:19:52.958Z, 2020-05-10T23:20:57.325Z, 2020-05-10T23:21:18.259Z, 2020-05-10T23:21:30.224Z, 2020-05-10T23:21:40.462Z, 2020-05-10T23:23:40.098Z, 2020-05-10T23:24:58.584Z, 2020-05-10T23:27:21.814Z, 2020-05-10T23:27:39.371Z, 2020-05-10T23:33:00.323Z, 2020-05-10T23:33:10.129Z, 2020-05-10T23:39:17.670Z, 2020-05-10T23:41:46.552Z, 2020-05-10T23:43:52.210Z, 2020-05-10T23:47:14.103Z]>",User,,,,,,,Mon Mar 19 19:07:28 COT 2018,,,,Colombia is the new Springfield 🇨🇴 | Somos más que una cuenta de memes | Hacemos contenido de calidad 😏 | Historias a través de memes 🤓 | Podcast: link 👇,,http://pbs.twimg.com/profile_images/1233553630332178432/cgZIppLL_bigger.jpg,259,39659,Colombia Simpson,Colombia,,,
1259605950295609345,@GataFranca @RappiColombia Y todos los días pasa eso... Si uno pasa en la cra19 entre 113 hasta la 122 se ven aglomeraciones de RAPPI y UBER EATS estas imagenes se ven desde que empezó la cuarentena,<[2020-05-10T22:07:26.773Z]>,Tweet,,,Colombia,city,"Bogotá, D.C., Colombia","Bogotá, D.C.",Sun May 10 17:07:15 COT 2020,es,FALSE,,,,,,,,,,,
@psagitario29,@psagitario29,"<[2020-05-10T22:07:26.773Z, 2020-05-10T22:10:57.404Z, 2020-05-10T22:10:57.405Z, 2020-05-10T22:12:25.797Z]>",User,,,,,,,Mon Aug 22 13:04:26 COT 2011,,,,20 años vivo en Bogotá. Estoy felizmente comprometido Con Diana.,,http://pbs.twimg.com/profile_images/1144763844851580930/9241is0T_bigger.jpg,631,338,Pedro Garzon Chavez,Bogotá,,,
@gatafranca,@gatafranca,"<[2020-05-10T22:07:26.773Z, 2020-05-10T22:12:25.797Z, 2020-05-10T22:12:58.134Z, 2020-05-10T23:40:37.235Z, 2020-05-10T23:42:55.978Z]>",User,,,,,,,Tue May 14 22:08:39 COT 2013,,,,🐇,,http://pbs.twimg.com/profile_images/1221255754516135937/WVia-ddw_bigger.jpg,1162,6097,Fran,,,,
1259605965156032514,"o rappi ter chego em cotia foi uma das melhores coisas que aconteceu nesses últimos dias para essa cidade

acabei de ser salva por um 🙏🏻",<[2020-05-10T22:07:26.784Z]>,Tweet,,,,,,,Sun May 10 17:07:19 COT 2020,pt,FALSE,,,,,,,,,,,
@thaislin0,@thaislin0,<[2020-05-10T22:07:26.784Z]>,User,,,,,,,Thu May 27 15:38:12 COT 2010,,,,"Liberal e cursando psicologia. Piadas ruins, política e economia você encontra aqui.",,http://pbs.twimg.com/profile_images/1254463600506425344/gG2kgPc__bigger.jpg,609,986,Thais Lino,"São Paulo, Brasil",,,
1259605988988137474,"No sabe lo que es tampoco un diccionario. Además esta es una clara amenaza. Sí lo hacemos famoso a este personaje, la cárcel lo esperará.",<[2020-05-10T22:07:31.974Z]>,Tweet,,,,,,,Sun May 10 17:07:24 COT 2020,es,FALSE,https://twitter.com/jrodrigoco/status/1259584211389943818,,,,,,,,,,
@ingandres00,@ingandres00,"<[2020-05-10T22:07:31.974Z, 2020-05-10T22:36:12.426Z]>",User,,,,,,,Sun Mar 13 19:31:14 COT 2011,,,,"http://Ing.de Sistemas, Especialista en Comercio Electrónico y Magister en MBIT. Emprendedor de la vida. Opiniones Personales",,http://pbs.twimg.com/profile_images/1055936949779918853/gyM9mNvg_bigger.jpg,2555,2793,Julio Chaparro,Worldwide,,,
1259584211389943818,"Nunca le e pegado a una mujer, pero si tuviera a la maldita degenerada y perversa persona, jefa paramilitar corrupta, asesina, planeadora de la misión Orion, de @mluciaramirez
Yo sí le daba su coñazo por hija de puta, gonorrea y me vale que sea mujer !!!!

#Rappi","<[2020-05-10T22:07:31.978Z, 2020-05-10T22:07:53.664Z, 2020-05-10T22:08:15.778Z, 2020-05-10T22:08:15.779Z, 2020-05-10T22:13:36.436Z, 2020-05-10T22:14:12.275Z, 2020-05-10T22:15:42.081Z, 2020-05-10T22:16:43.874Z, 2020-05-10T22:18:58.706Z, 2020-05-10T22:33:11.115Z, 2020-05-10T22:33:13.212Z, 2020-05-10T22:41:11.522Z, 2020-05-10T22:51:32.245Z, 2020-05-10T22:52:15.706Z, 2020-05-10T22:54:22.143Z, 2020-05-10T22:54:27.147Z, 2020-05-10T22:58:48.358Z, 2020-05-10T23:02:02.324Z, 2020-05-10T23:03:11.430Z, 2020-05-10T23:03:24.867Z, 2020-05-10T23:03:24.868Z, 2020-05-10T23:04:08.633Z, 2020-05-10T23:05:10.854Z, 2020-05-10T23:11:44.336Z, 2020-05-10T23:12:21.914Z, 2020-05-10T23:12:50.376Z, 2020-05-10T23:15:05.726Z, 2020-05-10T23:20:43.902Z, 2020-05-10T23:25:11.984Z, 2020-05-10T23:25:37.868Z, 2020-05-10T23:28:42.028Z, 2020-05-10T23:31:58.515Z, 2020-05-10T23:31:58.516Z, 2020-05-10T23:32:11.735Z, 2020-05-10T23:33:26.301Z, 2020-05-10T23:38:27.307Z, 2020-05-10T23:39:13.723Z, 2020-05-10T23:39:42.872Z, 2020-05-10T23:47:28.463Z, 2020-05-10T23:49:02.992Z]>",Tweet,,,,,,,Sun May 10 15:40:52 COT 2020,es,FALSE,,,,,,,,,,,
@jrodrigoco,@jrodrigoco,"<[2020-05-10T22:07:31.978Z, 2020-05-10T22:07:53.664Z, 2020-05-10T22:08:15.778Z, 2020-05-10T22:08:15.779Z, 2020-05-10T22:13:36.436Z, 2020-05-10T22:14:12.275Z, 2020-05-10T22:15:42.081Z, 2020-05-10T22:16:43.874Z, 2020-05-10T22:18:58.706Z, 2020-05-10T22:33:11.115Z, 2020-05-10T22:33:13.212Z, 2020-05-10T22:41:11.522Z, 2020-05-10T22:51:32.245Z, 2020-05-10T22:52:15.706Z, 2020-05-10T22:54:22.143Z, 2020-05-10T22:54:27.147Z, 2020-05-10T22:58:48.358Z, 2020-05-10T23:02:02.324Z, 2020-05-10T23:03:11.430Z, 2020-05-10T23:03:24.867Z, 2020-05-10T23:03:24.868Z, 2020-05-10T23:04:08.633Z, 2020-05-10T23:05:10.854Z, 2020-05-10T23:11:44.336Z, 2020-05-10T23:12:21.914Z, 2020-05-10T23:12:50.376Z, 2020-05-10T23:15:05.726Z, 2020-05-10T23:20:43.902Z, 2020-05-10T23:25:11.984Z, 2020-05-10T23:25:37.868Z, 2020-05-10T23:28:42.028Z, 2020-05-10T23:31:58.515Z, 2020-05-10T23:31:58.516Z, 2020-05-10T23:32:11.735Z, 2020-05-10T23:33:26.301Z, 2020-05-10T23:38:27.307Z, 2020-05-10T23:39:13.723Z, 2020-05-10T23:39:42.872Z, 2020-05-10T23:47:28.463Z, 2020-05-10T23:49:02.992Z]>",User,,,,,,,Tue May 26 00:21:55 COT 2009,,,,"♎ ¡Soy demasiado sexy e inteligente para ser Católico!  ¿Para que novio si tengo play station?

#SigámonosLosBuenos

Instagram: @jrodrigoco
PS4: JoRoCaOs",,http://pbs.twimg.com/profile_images/1085675837821775873/gOu2Tjrp_bigger.jpg,16723,16744,Rodrigo Cardona,CDMX,,,
@mluciaramirez,@mluciaramirez,"<[2020-05-10T22:07:31.978Z, 2020-05-10T22:07:53.664Z, 2020-05-10T22:08:15.778Z, 2020-05-10T22:08:15.779Z, 2020-05-10T22:13:36.436Z, 2020-05-10T22:14:12.275Z, 2020-05-10T22:15:42.081Z, 2020-05-10T22:16:43.874Z, 2020-05-10T22:18:58.706Z, 2020-05-10T22:33:11.115Z, 2020-05-10T22:33:13.212Z, 2020-05-10T22:41:11.522Z, 2020-05-10T22:51:32.244Z, 2020-05-10T22:51:32.245Z, 2020-05-10T22:52:15.706Z, 2020-05-10T22:54:22.143Z, 2020-05-10T22:54:27.147Z, 2020-05-10T22:58:48.358Z, 2020-05-10T23:02:02.324Z, 2020-05-10T23:03:11.429Z, 2020-05-10T23:03:11.430Z, 2020-05-10T23:03:24.867Z, 2020-05-10T23:03:24.868Z, 2020-05-10T23:04:08.633Z, 2020-05-10T23:05:10.854Z, 2020-05-10T23:11:44.336Z, 2020-05-10T23:12:21.914Z, 2020-05-10T23:12:50.376Z, 2020-05-10T23:15:05.726Z, 2020-05-10T23:20:43.901Z, 2020-05-10T23:20:43.902Z, 2020-05-10T23:25:11.984Z, 2020-05-10T23:25:37.868Z, 2020-05-10T23:28:42.028Z, 2020-05-10T23:31:58.515Z, 2020-05-10T23:31:58.516Z, 2020-05-10T23:32:11.735Z, 2020-05-10T23:33:26.301Z, 2020-05-10T23:38:27.307Z, 2020-05-10T23:39:13.723Z, 2020-05-10T23:39:42.872Z, 2020-05-10T23:47:28.463Z, 2020-05-10T23:49:02.992Z]>",User,,,,,,,,,,,,,,,,,,,,
1259605997833924610,"RT @RomarioQR: Se entiende que tengas rabia porque tu pedido de #Rappi no llegó a tiempo, pero no puedes tratar como una basura al muchacho…",<[2020-05-10T22:07:34.516Z]>,Tweet,,,,,,,Sun May 10 17:07:26 COT 2020,es,FALSE,,,,,,,,,,,
@julianaborbon,@julianaborbon,<[2020-05-10T22:07:34.516Z]>,User,,,,,,,Tue Aug 23 18:25:45 COT 2011,,,,"Profesional en Gobierno y Asuntos Públicos @Uniandes. Trabajando para que un día todos los niños, niñas y jóvenes tengan acceso a una educación de calidad. JJ💫",,http://pbs.twimg.com/profile_images/1027587568618094593/Uss574CZ_bigger.jpg,316,395,Juliana Borbón,Colombia,,,
1259587499434881031,"Se entiende que tengas rabia porque tu pedido de #Rappi no llegó a tiempo, pero no puedes tratar como una basura al muchacho del domicilio. Él te lleva la comida a tu casa, mientras él añora estar en estos momentos con su mami, pero tienes que trabajar para llegar comida a casa.","<[2020-05-10T22:07:34.517Z, 2020-05-10T22:09:02.476Z, 2020-05-10T22:09:22.080Z, 2020-05-10T22:09:43.038Z, 2020-05-10T22:11:10.996Z, 2020-05-10T22:12:02.248Z, 2020-05-10T22:13:25.920Z, 2020-05-10T22:15:06.444Z, 2020-05-10T22:17:24.026Z, 2020-05-10T22:18:11.066Z, 2020-05-10T22:21:32.612Z, 2020-05-10T22:21:44.599Z, 2020-05-10T22:21:48.745Z, 2020-05-10T22:22:16.176Z, 2020-05-10T22:22:53.388Z, 2020-05-10T22:24:29.775Z, 2020-05-10T22:25:42.872Z, 2020-05-10T22:28:25.341Z, 2020-05-10T22:32:38.396Z, 2020-05-10T22:32:53.534Z, 2020-05-10T22:33:37.396Z, 2020-05-10T22:34:19.182Z, 2020-05-10T22:34:27.258Z, 2020-05-10T22:36:17.829Z, 2020-05-10T22:36:19.695Z, 2020-05-10T22:36:46.934Z, 2020-05-10T22:37:49.698Z, 2020-05-10T22:38:59.846Z, 2020-05-10T22:40:36.822Z, 2020-05-10T22:42:12.231Z, 2020-05-10T22:43:22.090Z, 2020-05-10T22:44:21.335Z, 2020-05-10T22:44:21.827Z, 2020-05-10T22:45:34.387Z, 2020-05-10T22:45:57.786Z, 2020-05-10T22:48:55.226Z, 2020-05-10T22:49:14.433Z, 2020-05-10T22:49:34.855Z, 2020-05-10T22:49:52.247Z, 2020-05-10T22:49:52.514Z, 2020-05-10T22:51:15.810Z, 2020-05-10T22:52:09.643Z, 2020-05-10T22:52:21.235Z, 2020-05-10T22:52:26.350Z, 2020-05-10T22:56:42.166Z, 2020-05-10T22:57:07.233Z, 2020-05-10T22:57:52.096Z, 2020-05-10T22:59:17.198Z, 2020-05-10T22:59:35.052Z, 2020-05-10T23:01:03.646Z, 2020-05-10T23:01:06.671Z, 2020-05-10T23:02:18.836Z, 2020-05-10T23:04:30.251Z, 2020-05-10T23:04:38.293Z, 2020-05-10T23:04:44.644Z, 2020-05-10T23:05:06.761Z, 2020-05-10T23:07:32.474Z, 2020-05-10T23:09:43.748Z, 2020-05-10T23:12:02.294Z, 2020-05-10T23:13:50.527Z, 2020-05-10T23:14:15.819Z, 2020-05-10T23:15:18.668Z, 2020-05-10T23:15:36.093Z, 2020-05-10T23:16:41.817Z, 2020-05-10T23:19:42.185Z, 2020-05-10T23:19:47.107Z, 2020-05-10T23:20:01.611Z, 2020-05-10T23:21:29.418Z, 2020-05-10T23:23:58.611Z, 2020-05-10T23:24:33.021Z, 2020-05-10T23:25:40.990Z, 2020-05-10T23:25:56.108Z, 2020-05-10T23:26:56.649Z, 2020-05-10T23:26:58.663Z, 2020-05-10T23:32:25.514Z, 2020-05-10T23:34:49.946Z, 2020-05-10T23:35:25.114Z, 2020-05-10T23:36:50.126Z, 2020-05-10T23:36:52.163Z, 2020-05-10T23:37:33.760Z, 2020-05-10T23:37:33.897Z, 2020-05-10T23:37:49.041Z, 2020-05-10T23:37:50.046Z, 2020-05-10T23:38:19.442Z, 2020-05-10T23:38:27.304Z, 2020-05-10T23:40:03.557Z, 2020-05-10T23:42:21.294Z, 2020-05-10T23:42:51.042Z, 2020-05-10T23:44:03.560Z, 2020-05-10T23:44:58.646Z, 2020-05-10T23:45:36.947Z, 2020-05-10T23:48:20.484Z, 2020-05-10T23:50:44.826Z]>",Tweet,,,,,,,Sun May 10 15:53:56 COT 2020,es,FALSE,,,,,,,,,,,
@romarioqr,@romarioqr,"<[2020-05-10T22:07:34.517Z, 2020-05-10T22:09:02.476Z, 2020-05-10T22:09:22.080Z, 2020-05-10T22:09:43.038Z, 2020-05-10T22:11:10.996Z, 2020-05-10T22:12:02.248Z, 2020-05-10T22:13:25.920Z, 2020-05-10T22:15:06.444Z, 2020-05-10T22:16:56.826Z, 2020-05-10T22:17:24.026Z, 2020-05-10T22:18:11.066Z, 2020-05-10T22:21:32.612Z, 2020-05-10T22:21:44.599Z, 2020-05-10T22:21:48.745Z, 2020-05-10T22:22:16.176Z, 2020-05-10T22:22:53.388Z, 2020-05-10T22:24:29.775Z, 2020-05-10T22:25:42.872Z, 2020-05-10T22:28:25.341Z, 2020-05-10T22:32:38.396Z, 2020-05-10T22:32:53.534Z, 2020-05-10T22:33:37.396Z, 2020-05-10T22:34:19.182Z, 2020-05-10T22:34:27.258Z, 2020-05-10T22:35:44.236Z, 2020-05-10T22:36:17.829Z, 2020-05-10T22:36:19.695Z, 2020-05-10T22:36:46.934Z, 2020-05-10T22:37:49.698Z, 2020-05-10T22:38:59.846Z, 2020-05-10T22:40:36.822Z, 2020-05-10T22:41:03.607Z, 2020-05-10T22:41:03.608Z, 2020-05-10T22:41:43.298Z, 2020-05-10T22:41:43.299Z, 2020-05-10T22:42:12.231Z, 2020-05-10T22:43:22.090Z, 2020-05-10T22:44:21.335Z, 2020-05-10T22:44:21.826Z, 2020-05-10T22:44:21.827Z, 2020-05-10T22:44:50.665Z, 2020-05-10T22:45:34.387Z, 2020-05-10T22:45:57.786Z, 2020-05-10T22:48:55.226Z, 2020-05-10T22:49:14.433Z, 2020-05-10T22:49:34.855Z, 2020-05-10T22:49:52.247Z, 2020-05-10T22:49:52.514Z, 2020-05-10T22:51:15.810Z, 2020-05-10T22:52:09.643Z, 2020-05-10T22:52:21.235Z, 2020-05-10T22:52:26.350Z, 2020-05-10T22:56:42.166Z, 2020-05-10T22:57:07.233Z, 2020-05-10T22:57:52.096Z, 2020-05-10T22:59:17.198Z, 2020-05-10T22:59:35.052Z, 2020-05-10T23:01:03.646Z, 2020-05-10T23:01:06.671Z, 2020-05-10T23:02:18.836Z, 2020-05-10T23:04:30.251Z, 2020-05-10T23:04:38.293Z, 2020-05-10T23:04:44.644Z, 2020-05-10T23:05:06.761Z, 2020-05-10T23:07:32.474Z, 2020-05-10T23:09:43.748Z, 2020-05-10T23:12:02.294Z, 2020-05-10T23:13:50.527Z, 2020-05-10T23:14:15.819Z, 2020-05-10T23:15:18.668Z, 2020-05-10T23:15:36.093Z, 2020-05-10T23:16:41.817Z, 2020-05-10T23:19:36.227Z, 2020-05-10T23:19:42.185Z, 2020-05-10T23:19:47.107Z, 2020-05-10T23:20:01.611Z, 2020-05-10T23:21:29.418Z, 2020-05-10T23:23:58.611Z, 2020-05-10T23:24:27.802Z, 2020-05-10T23:24:27.803Z, 2020-05-10T23:24:33.021Z, 2020-05-10T23:25:40.990Z, 2020-05-10T23:25:56.108Z, 2020-05-10T23:26:56.649Z, 2020-05-10T23:26:58.663Z, 2020-05-10T23:32:25.514Z, 2020-05-10T23:34:49.946Z, 2020-05-10T23:35:25.114Z, 2020-05-10T23:36:50.126Z, 2020-05-10T23:36:52.163Z, 2020-05-10T23:37:33.760Z, 2020-05-10T23:37:33.897Z, 2020-05-10T23:37:49.041Z, 2020-05-10T23:37:50.046Z, 2020-05-10T23:38:19.442Z, 2020-05-10T23:38:27.304Z, 2020-05-10T23:40:03.557Z, 2020-05-10T23:42:21.294Z, 2020-05-10T23:42:51.042Z, 2020-05-10T23:44:03.560Z, 2020-05-10T23:44:58.646Z, 2020-05-10T23:45:36.947Z, 2020-05-10T23:48:20.484Z, 2020-05-10T23:50:44.826Z]>",User,,,,,,,Thu Oct 13 13:48:39 COT 2016,,,,"Comunicador Social y periodista con especialización en Gerencia Social ⚽️🎾🥊 “La clave del éxito es luchar por tus sueños"".",,http://pbs.twimg.com/profile_images/1072759626586828800/f4btVzmA_bigger.jpg,99,12304,Romario Quintero R,,,,
1259605997913616386,RT @MONYRODRIGUEZOF: Señores @RappiColombia ayer me enviaron unas flores! No sabía quién pues no tenía nota. Hoy me preguntaron si las habí…,<[2020-05-10T22:07:39.917Z]>,Tweet,,,,,,,Sun May 10 17:07:26 COT 2020,es,FALSE,,,,,,,,,,,
@jpnorena7,@jpnorena7,<[2020-05-10T22:07:39.917Z]>,User,,,,,,,Sat Oct 20 16:02:04 COT 2012,,,,"¡Los gobernantes que usurpan derechos, como buitres, se alimentan de los restos mortales de todos aquellos que murieron, para convertirse en derechos! #4D",,http://pbs.twimg.com/profile_images/1200872983608385536/I7yYnR4l_bigger.jpg,988,1553,Juan Pablo Noreña,,,,
1259529668283314176,Señores @RappiColombia ayer me enviaron unas flores! No sabía quién pues no tenía nota. Hoy me preguntaron si las había recibido y supe que me habían enviado una carta divina escrita a mano que el Rappi no me entregó! Su servicio es de lo peor en serio!,"<[2020-05-10T22:07:39.918Z, 2020-05-10T22:10:10.197Z, 2020-05-10T22:15:51.702Z, 2020-05-10T22:23:51.111Z, 2020-05-10T22:24:08.754Z, 2020-05-10T22:27:18.487Z, 2020-05-10T22:28:28.904Z, 2020-05-10T22:30:42.172Z, 2020-05-10T22:31:32.298Z, 2020-05-10T22:32:12.694Z, 2020-05-10T22:33:14.288Z, 2020-05-10T22:33:24.274Z, 2020-05-10T22:36:15.273Z, 2020-05-10T22:39:30.397Z, 2020-05-10T22:40:26.033Z, 2020-05-10T22:40:31.141Z, 2020-05-10T22:43:46.491Z, 2020-05-10T22:50:26.717Z, 2020-05-10T22:54:02.200Z, 2020-05-10T22:59:15.396Z, 2020-05-10T22:59:38.688Z, 2020-05-10T23:07:03.088Z, 2020-05-10T23:14:29.872Z, 2020-05-10T23:15:47.778Z, 2020-05-10T23:21:07.919Z, 2020-05-10T23:21:50.335Z, 2020-05-10T23:29:52.803Z, 2020-05-10T23:35:38.833Z, 2020-05-10T23:49:25.420Z]>",Tweet,,,,,,,Sun May 10 12:04:08 COT 2020,es,FALSE,,,,,,,,,,,
@monyrodriguezof,@monyrodriguezof,"<[2020-05-10T22:07:39.918Z, 2020-05-10T22:10:10.197Z, 2020-05-10T22:14:34.800Z, 2020-05-10T22:15:51.702Z, 2020-05-10T22:19:26.560Z, 2020-05-10T22:19:48.992Z, 2020-05-10T22:23:51.111Z, 2020-05-10T22:23:56.748Z, 2020-05-10T22:24:08.754Z, 2020-05-10T22:27:18.487Z, 2020-05-10T22:27:43.948Z, 2020-05-10T22:28:28.904Z, 2020-05-10T22:30:42.172Z, 2020-05-10T22:31:19.241Z, 2020-05-10T22:31:32.298Z, 2020-05-10T22:32:12.694Z, 2020-05-10T22:33:14.288Z, 2020-05-10T22:33:24.274Z, 2020-05-10T22:36:15.273Z, 2020-05-10T22:39:30.397Z, 2020-05-10T22:40:26.033Z, 2020-05-10T22:40:31.141Z, 2020-05-10T22:43:46.491Z, 2020-05-10T22:43:54.491Z, 2020-05-10T22:50:26.717Z, 2020-05-10T22:54:02.200Z, 2020-05-10T22:59:15.396Z, 2020-05-10T22:59:38.688Z, 2020-05-10T23:07:03.088Z, 2020-05-10T23:10:22.234Z, 2020-05-10T23:14:29.872Z, 2020-05-10T23:15:47.778Z, 2020-05-10T23:19:18.451Z, 2020-05-10T23:21:07.919Z, 2020-05-10T23:21:50.335Z, 2020-05-10T23:27:43.212Z, 2020-05-10T23:29:52.803Z, 2020-05-10T23:35:38.833Z, 2020-05-10T23:36:31.535Z, 2020-05-10T23:47:42.898Z, 2020-05-10T23:49:25.420Z]>",User,,,,,,,Mon Nov 22 14:09:20 COT 2010,,,,Presentadora | Locutora | Podcaster | Viajes | #LaMonyViajera | Contacto Manager tatiana.zuluaga@tzl.com.co,,http://pbs.twimg.com/profile_images/1220168429971308546/bGOI0j0i_bigger.jpg,657,1016434,MÓNICA RODRÍGUEZ,"BOGOTA, COLOMBIA",,,
1259606022731284481,Lo de #Rappi hoy es equivalente a ir a motel el día de la secretaría no?,<[2020-05-10T22:07:39.922Z]>,Tweet,,,,,,,Sun May 10 17:07:32 COT 2020,es,FALSE,,,,,,,,,,,
@barahonadt,@barahonadt,<[2020-05-10T22:07:39.922Z]>,User,,,,,,,Wed Sep 08 17:26:31 COT 2010,,,,"Las palabras se las lleva el viento o se dejan en Twitter.

 Opinión personal",,http://pbs.twimg.com/profile_images/1250638574862643205/DodfgcyE_bigger.jpg,1032,894,PUES YO!,Bogota D.c Colombia,,,
1259606027437252608,@PauletteeOfcl @RappiColombia Hoy hay mucha demanda por el día de la madre... Están como locos en rappi... No previeron y entonces están quedando mal,<[2020-05-10T22:07:39.967Z]>,Tweet,,,,,,,Sun May 10 17:07:33 COT 2020,es,FALSE,,,,,,,,,,,
@daniluga,@daniluga,<[2020-05-10T22:07:39.967Z]>,User,,,,,,,Fri Aug 27 08:37:12 COT 2010,,,,,,http://pbs.twimg.com/profile_images/1254554707965743106/QinUVzNa_bigger.jpg,26,89,Daniela Lugo,"Bogotá, Colombia",,,
@pauletteeofcl,@pauletteeofcl,"<[2020-05-10T22:07:39.967Z, 2020-05-10T22:32:36.859Z, 2020-05-10T22:37:26.968Z, 2020-05-10T22:58:08.061Z]>",User,,,,,,,Fri Jul 03 17:14:06 COT 2009,,,,Youtuber | Influencer | Filmmaker •  IG: pauletteeoficial http://facebook.com/pauletteeoficial 💌 Negocios: paulatorabusiness@gmail.com,,http://pbs.twimg.com/profile_images/1187777104286535680/ETCinB_f_bigger.jpg,302,83178,Paulettee 🦄,Colombia,,,
1259606051609075712,RT @tizumbaonline: El almuerzo de las personas que pidieron su domicilio por Rappi. https://t.co/h4SIcvOJJZ,<[2020-05-10T22:07:44.953Z]>,Tweet,,,,,,,Sun May 10 17:07:39 COT 2020,es,TRUE,,,,,,,,,,,
@____jguzmano6,@____jguzmano6,<[2020-05-10T22:07:44.953Z]>,User,,,,,,,Tue May 24 12:23:19 COT 2011,,,,Eres lo mejor que no quería que me pasará. MAILEN SOFIA♥   Fusa City.,,http://pbs.twimg.com/profile_images/1009150944163090434/B3oAHggS_bigger.jpg,740,1014,Jair Guzmán.,"Fusagasugá, Colombia",,,
http://pbs.twimg.com/media/EXsDDEdXQAAZK8I.png,http://pbs.twimg.com/media/EXsDDEdXQAAZK8I.png,"<[2020-05-10T22:07:44.953Z, 2020-05-10T22:07:44.956Z]>",Media,,,,,,,,,,,,,,,,,,,,
1259604026758397954,El almuerzo de las personas que pidieron su domicilio por Rappi. https://t.co/h4SIcvOJJZ,<[2020-05-10T22:07:44.956Z]>,Tweet,,,,,,,Sun May 10 16:59:36 COT 2020,es,FALSE,,,,,,,,,,,
@tizumbaonline,@tizumbaonline,<[2020-05-10T22:07:44.956Z]>,User,,,,,,,Sun Apr 12 15:00:37 COT 2015,,,,También estamos en: https://www.facebook.com/TIZumbaONLine?ref=hl https://www.youtube.com/user/FamiliaZucarita,,http://pbs.twimg.com/profile_images/1221259095199698944/Pzt0zURi_bigger.jpg,324,810,Tizumba Online,"Fusagasugá, Cundinamarca",,,
1259606071066361856,".@RappiColombia traté de hacer un pedido a La Lonchera, no se pudo, el pedido se canceló y TRES HORAS después me llega un mensaje de mi banco diciendo que aprobó la transacción a Rappi por un pedido que NO HICE. Quiero mi plata devuelta EN MI CUENTA BANCARIA, NO RAPPICRÉDITOS.","<[2020-05-10T22:07:49.467Z, 2020-05-10T23:34:01.272Z]>",Tweet,,,,,,,Sun May 10 17:07:44 COT 2020,es,FALSE,,,,,,,,,,,
@_ladenombreraro,@_ladenombreraro,"<[2020-05-10T22:07:49.467Z, 2020-05-10T22:42:19.727Z, 2020-05-10T22:44:11.035Z, 2020-05-10T23:34:01.272Z]>",User,,,,,,,Sat Sep 11 18:20:35 COT 2010,,,,Máquina de estornudos. Los tuits me quedan mal escritos siempre y no me doy cuenta. IG: ladenombreraro,,http://pbs.twimg.com/profile_images/1238307601844240389/H3NMeFk4_bigger.jpg,284,784,Krizia Brühl,,,,
1259606071318118403,RT @Karlaarcila: Estoy de acuerdo ojo @sicsuper #Rappi,<[2020-05-10T22:07:50.279Z]>,Tweet,,,,,,,Sun May 10 17:07:44 COT 2020,es,FALSE,https://twitter.com/DanielSanin/status/1259587243062235139,,,,,,,,,,
